CountryCode,Year,GDPFactor
DJI,2017,1
DJI,2018,1.084076627
DJI,2019,1.1653632454929166
DJI,2020,1.200324142857704
DJI,2021,1.3023516950006089
DJI,2022,1.3935163136506514
DJI,2023,1.4840948740379438
DJI,2024,1.5731405664802205
DJI,2025,1.6675290004690337
DJI,2026,1.767580740497176
DJI,2027,1.8736355849270065
DJI,2028,1.9860537200226271
DJI,2029,2.1052169432239847
DJI,2030,2.231529959817424
DJI,2031,2.3654217574064695
DJI,2032,2.5073470628508576
DJI,2033,2.6577878866219096
DMA,2017,1
DMA,2018,1.005327385
DMA,2019,1.1008186700599998
DMA,2020,1.051798881134171
DMA,2021,1.0846031840061332
DMA,2022,1.1230562909734703
DMA,2023,1.1518071294883379
DMA,2024,1.1707768365881672
DMA,2025,1.1883385031863118
DMA,2026,1.2061635949941685
DMA,2027,1.2242560633930442
DMA,2028,1.2426199190350127
DMA,2029,1.261259232731977
DMA,2030,1.2801781363580673
DMA,2031,1.299380823765576
DMA,2032,1.3188715517146294
DMA,2033,1.3386546408168076
DOM,2017,1
DOM,2018,1.069825276
DOM,2019,1.1238960341969015
DOM,2020,1.1469236490594772
DOM,2021,1.1985914194074994
DOM,2022,1.258877850596949
DOM,2023,1.3213561484126308
DOM,2024,1.3874239558332624
DOM,2025,1.4567951536249255
DOM,2026,1.5296349113061718
DOM,2027,1.6061166568714806
DOM,2028,1.6864224897150546
DOM,2029,1.7707436142008075
DOM,2030,1.8592807949108479
DOM,2031,1.9522448346563903
DOM,2032,2.04985707638921
DOM,2033,2.1523499302086706
ECU,2017,1
ECU,2018,1.012892919
ECU,2019,1.0143206158787605
ECU,2020,0.9741836356833677
ECU,2021,0.9986608003088607
ECU,2022,1.0142723413018297
ECU,2023,1.0313720570882545
ECU,2024,1.0526640947875383
ECU,2025,1.0778220150507967
ECU,2026,1.103581191645592
ECU,2027,1.1299559941689508
ECU,2028,1.156961135641009
ECU,2029,1.1846116807125782
ECU,2030,1.212923054068869
ECU,2031,1.2419110490340544
ECU,2032,1.271591836381479
ECU,2033,1.3019819733544253
EGY,2017,1
EGY,2018,1.05314121
EGY,2019,1.111671469472435
EGY,2020,1.1475035435077385
EGY,2021,1.1687746067005929
EGY,2022,1.234378731829176
EGY,2023,1.2962650872080326
EGY,2024,1.3650314017642868
EGY,2025,1.4422184442029162
EGY,2026,1.5237701038311007
EGY,2027,1.609933182218242
EGY,2028,1.7009684365710906
EGY,2029,1.797151368868976
EGY,2030,1.8987730596214676
EGY,2031,2.006141048771681
EGY,2032,2.1195802664111265
EGY,2033,2.239434016122745
SLV,2017,1
SLV,2018,1.02535501
SLV,2019,1.0489381752299998
SLV,2020,1.0751616296107498
SLV,2021,1.1020406703510184
SLV,2022,1.128489646439443
SLV,2023,1.1555733979539895
SLV,2024,1.1833071595048854
SLV,2025,1.2117065313330027
SLV,2026,1.2407874880849947
SLV,2027,1.2705663877990345
SLV,2028,1.3010599811062113
SLV,2029,1.3322854206527606
SLV,2030,1.3642602707484268
SLV,2031,1.3970025172463891
SLV,2032,1.4305305776603023
SLV,2033,1.4648633115241498
GNQ,2017,1
GNQ,2018,0.941971401
GNQ,2019,0.8845733175354088
GNQ,2020,0.857843030691875
GNQ,2021,0.870073128927529
GNQ,2022,0.8259340215320253
GNQ,2023,0.8153555031846803
GNQ,2024,0.8028558489299421
GNQ,2025,0.7860196326069832
GNQ,2026,0.7695364786431654
GNQ,2027,0.753398983176062
GNQ,2028,0.7375998976052769
GNQ,2029,0.7221321253365361
GNQ,2030,0.7069887185940577
GNQ,2031,0.6921628752997656
GNQ,2032,0.6776479360179507
GNQ,2033,0.6634373809640005
ERI,2017,1
ERI,2018,1.1303218
ERI,2019,1.173679904351944
ERI,2020,1.2073612219136733
ERI,2021,1.248556304704805
ERI,2022,1.2948188492084602
ERI,2023,1.3455848856340507
ERI,2024,1.3987212213800535
