Country.FuelCode,CountryCode,FuelType,Year,PrimaryEnergyInputToPower.ktoe,PowerOutput.GWh,Capacity.MW,PowerOutput.MWy,PrimaryEnergyInputToPower.MWy,CapacityFactor,ThermalEfficiency,AvailabilityFactor,LCOE.TotalCalc.USD_kWh,LCOE.Var.USD_kWh,VarOpex.USD_kWh,LCOE.Fixed.USD_kWh,CapEx.USD_kW
jpn.oil,JPN,oil,2018,10658,51815,38515.4,5914.954337899543,14140.438658334304,0.13187671797200587,0.3592027564424453,0,NA,NA,NA,NA,NA
jpn.nuc,JPN,nuc,2018,16918,64929,36354,7411.986301369863,22445.85674814222,0.20521548852569219,0.3323733174266333,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
jpn.wnd,JPN,wnd,2018,643,7481,3653,853.9954337899543,853.0964587454456,0.2164701777609446,0.9269356955526716,0,0.10002453357526314,0.0046,0.0046,0.09542453357526315,2720
jpn.sol,JPN,sol,2018,5388,62668,55501,7153.881278538813,7148.49723129154,0.13049225922047233,1,0,0.11072427617979513,0,0,0.11072427617979513,1550
jpn.hyd,JPN,hyd,2018,6962,80968,50031,9242.922374429223,9236.792450677747,0.1989190489567701,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
jpn.ore,JPN,ore,2018,6975,25552,2528.06502283105,2916.89497716895,9254.040124027191,1,0.2731850077316157,0,NA,NA,NA,NA,NA
jpn.ore,JPN,ore,2018,6975,25552,2528.06502283105,2916.89497716895,9254.040124027191,1,0.2731850077316157,0,0.20345924611322727,0.003533333333333333,0.003533333333333333,0.19992591277989394,6130
jpn.bio,JPN,bio,2018,4297,21184,7700,2418.264840182648,5701.019414042269,0.6554665391685939,0.8852964680608878,0,0.1929530707721615,0.12172214678857143,0.0119,0.0712309239835901,4150
kaz.coa,KAZ,coa,2018,23315,74833,12135,8542.5799086758,30933.03878017117,0.7001832344646322,0.2746811786132993,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
kaz.nga,KAZ,nga,2018,6731,21467,7117.6,2450.5707762557076,8930.314562699212,0.3370556051036648,0.26863857460366236,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
kaz.oil,KAZ,oil,2018,203,63,1969.3,7.191780821917808,269.3290530720458,0.04771235612774815,0.34886671842729144,0,NA,NA,NA,NA,NA
kaz.nuc,KAZ,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
kaz.wnd,KAZ,wnd,2018,40,461,121,52.62557077625571,53.069764152127256,0.43641561945733803,0.9950353237479237,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
kaz.sol,KAZ,sol,2018,33,384,209,43.83561643835616,43.78255542550498,0.07718375172052173,0.36844364045941214,0,0.07744859670739546,0,0,0.07744859670739546,965
kaz.hyd,KAZ,hyd,2018,894,10395,2602,1186.6438356164383,1186.109228800044,0.4560662021486808,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
kaz.ore,KAZ,ore,2018,-0,1,0,0.1141552511415525,-0,NA,NA,0,NA,NA,NA,NA,NA
kaz.ore,KAZ,ore,2018,-0,1,0,0.1141552511415525,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
kaz.bio,KAZ,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
ken.coa,KEN,coa,2018,-0,0,57,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
ken.nga,KEN,nga,2018,-0,0,0,0,-0,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
ken.oil,KEN,oil,2018,600,2094,690.7,239.04109589041096,796.0464622819088,0.20414788319440333,0.17713154897790306,0,NA,NA,NA,NA,NA
ken.nuc,KEN,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
ken.wnd,KEN,wnd,2018,25,291,336.1,33.21917808219178,33.16860259507953,0.09970369223119342,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
ken.sol,KEN,sol,2018,7,85,93,9.703196347031964,9.287208726622268,0.12016337703147247,1,0,0.07744859670739546,0,0,0.07744859670739546,965
ken.hyd,KEN,hyd,2018,343,3986,826.2,455.0228310502283,455.0732276044912,0.598564893571161,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
ken.ore,KEN,ore,2018,4459,5186,663,592.0091324200913,5915.951958858384,0.8929633015833659,0.1000742861110079,0,NA,NA,NA,NA,NA
ken.ore,KEN,ore,2018,4459,5186,663,592.0091324200913,5915.951958858384,0.8929633015833659,0.1000742861110079,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
ken.bio,KEN,bio,2018,36,126,88,14.383561643835616,47.76278773691453,0.15458112806143628,0.2848062249702587,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
kgz.coa,KGZ,coa,2018,298,1093,316,124.77168949771689,395.36974293334805,0.4134362175596786,0.3304396633378262,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
kgz.nga,KGZ,nga,2018,25,80,400,9.132420091324201,33.16860259507953,0.034041181506849316,0.41052295054358706,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
kgz.oil,KGZ,oil,2018,14,33,8.956860730593608,3.767123287671233,18.574417453244536,1,0.48221489331440887,0,NA,NA,NA,NA,NA
kgz.nuc,KGZ,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
kgz.wnd,KGZ,wnd,2018,-0,0,0,0,-0,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
kgz.sol,KGZ,sol,2018,-0,0,0,0,-0,0.17733333333333334,1,0,0.07744859670739546,0,0,0.07744859670739546,965
kgz.hyd,KGZ,hyd,2018,1231,14318,3677,1634.4748858447488,1633.2219917817163,0.4492751871127818,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
kgz.ore,KGZ,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
kgz.ore,KGZ,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
kgz.bio,KGZ,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
khm.coa,KHM,coa,2018,749,3057,431,348.972602739726,993.7313337485828,0.917979187193423,0.39814486697112217,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
khm.nga,KHM,nga,2018,-0,0,0,0,-0,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
khm.oil,KHM,oil,2018,89,299,266.824,34.1324200913242,118.08022523848312,0.13129406903351679,0.29668311188469676,0,NA,NA,NA,NA,NA
khm.nuc,KHM,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
khm.wnd,KHM,wnd,2018,-0,0,0,0,-0,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
khm.sol,KHM,sol,2018,1,16,28,1.82648401826484,1.326744103803181,0.06934360730593608,1,0,0.07744859670739546,0,0,0.07744859670739546,965
khm.hyd,KHM,hyd,2018,407,4737,1329.7,540.7534246575342,539.9848502478948,0.4099531325601991,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
khm.ore,KHM,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
khm.ore,KHM,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
khm.bio,KHM,bio,2018,33,64,29.27,7.30593607305936,43.78255542550498,0.21783294566568853,0.1456280990835099,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
kor.coa,KOR,coa,2018,59437,258286,2664,29484.703196347033,78857.68929774968,0.11457598865989278,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
kor.nga,KOR,nga,2018,25892,155542,0,17755.93607305936,34352.05833567197,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
kor.oil,KOR,oil,2018,3143,13027,296,1487.1004566210045,4169.956718253399,0.2992327687276317,0.021240723951801127,0,NA,NA,NA,NA,NA
kor.nuc,KOR,nuc,2018,34786,133505,0,15240.296803652967,46152.120394897465,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
kor.wnd,KOR,wnd,2018,212,2465,1,281.39269406392697,281.2697500062744,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
kor.sol,KOR,sol,2018,792,9208,38,1051.1415525114155,1050.7813302121194,0.17733333333333334,1,0,0.07744859670739546,0,0,0.07744859670739546,965
kor.hyd,KOR,hyd,2018,289,3359,4761,383.4474885844749,383.42904599911935,0.301591891500481,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
kor.ore,KOR,ore,2018,1031,3757,0,428.8812785388128,1367.8731710210798,NA,NA,0,NA,NA,NA,NA,NA
kor.ore,KOR,ore,2018,1031,3757,0,428.8812785388128,1367.8731710210798,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
kor.bio,KOR,bio,2018,1255,5165,0,589.6118721461187,1665.0638502729926,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
kwt.coa,KWT,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
kwt.nga,KWT,nga,2018,9332,43412,11173,4955.707762557077,12381.175976691287,0.2652161501532355,0.23933591213312147,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
kwt.oil,KWT,oil,2018,7575,30608,8250,3494.0639269406392,10050.086586309097,0.6779735644112357,0.5565406684169506,0,NA,NA,NA,NA,NA
kwt.nuc,KWT,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
kwt.wnd,KWT,wnd,2018,2,18,12,2.0547945205479454,2.653488207606362,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
kwt.sol,KWT,sol,2018,6,66,43,7.534246575342466,7.960464622819087,0.010459806732505045,0.05650068316470158,0,0.07744859670739546,0,0,0.07744859670739546,965
kwt.hyd,KWT,hyd,2018,-0,0,0,0,-0,0.64,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
kwt.ore,KWT,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
kwt.ore,KWT,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
kwt.bio,KWT,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lao.coa,LAO,coa,2018,3319,12019,1878,1372.0319634703196,4403.463680522758,0.8077847681153077,0.3445060308389905,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lao.nga,LAO,nga,2018,-0,0,0,0,-0,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lao.oil,LAO,oil,2018,-0,0,85,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lao.nuc,LAO,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lao.wnd,LAO,wnd,2018,-0,0,0,0,-0,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lao.sol,LAO,sol,2018,1,17,176,1.9406392694063928,1.326744103803181,0.17733333333333334,1,0,0.07744859670739546,0,0,0.07744859670739546,965
lao.hyd,LAO,hyd,2018,1920,22328,5112.14,2548.8584474885843,2547.348679302108,0.4672740953118079,0.9377477896986417,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lao.ore,LAO,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lao.ore,LAO,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lao.bio,LAO,bio,2018,17,45,0.9999543378995435,5.136986301369863,22.55464976465408,1,0.044334731345134666,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lbn.coa,LBN,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lbn.nga,LBN,nga,2018,-0,0,870,0,-0,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lbn.oil,LBN,oil,2018,4865,20814,2312.684577625571,2376.027397260274,6454.610065002477,1,0.3582996578159185,0,NA,NA,NA,NA,NA
lbn.nuc,LBN,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lbn.wnd,LBN,wnd,2018,1,6,3,0.684931506849315,1.326744103803181,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lbn.sol,LBN,sol,2018,6,68,56,7.762557077625571,7.960464622819087,0.17733333333333334,1,0,0.07744859670739546,0,0,0.07744859670739546,965
lbn.hyd,LBN,hyd,2018,30,348,279.6,39.726027397260275,39.80232311409544,0.11800950150573877,0.8289831858914708,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lbn.ore,LBN,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lbn.ore,LBN,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lbn.bio,LBN,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lby.coa,LBY,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lby.nga,LBY,nga,2018,5621,22407,6924,2557.876712328767,7457.628607477683,0.38606775552706624,0.35844278120649303,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lby.oil,LBY,oil,2018,2795,11756,3300,1342.0091324200914,3708.249770129891,0.4976213435727134,0.4428370621141935,0,NA,NA,NA,NA,NA
lby.nuc,LBY,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lby.wnd,LBY,wnd,2018,-0,0,0,0,-0,0.3437037037037037,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lby.sol,LBY,sol,2018,1,8,5,0.91324200913242,1.326744103803181,0.20868949771689493,0.786472301322748,0,0.07744859670739546,0,0,0.07744859670739546,965
lby.hyd,LBY,hyd,2018,-0,0,0,0,-0,0.64,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lby.ore,LBY,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lby.ore,LBY,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lby.bio,LBY,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lka.coa,LKA,coa,2018,1406,4764,900,543.8356164383562,1865.402209947273,0.604261796042618,0.29153799300673505,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lka.nga,LKA,nga,2018,-0,0,0,0,-0,0.608,0.44454463480613166,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lka.oil,LKA,oil,2018,794,3725,1220,425.2283105022831,1053.4348184197258,0.4214559098734936,0.4880949452733924,0,NA,NA,NA,NA,NA
lka.nuc,LKA,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lka.wnd,LKA,wnd,2018,28,325,146,37.10045662100457,37.14883490648907,0.34112450741227246,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lka.sol,LKA,sol,2018,10,117,185,13.356164383561644,13.267441038031814,0.18183987412069602,1,0,0.07744859670739546,0,0,0.07744859670739546,965
lka.hyd,LKA,hyd,2018,550,6401,1757,730.7077625570777,729.7092570917496,0.4144183539813349,0.9978399490876324,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lka.ore,LKA,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lka.ore,LKA,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lka.bio,LKA,bio,2018,57,87,61,9.931506849315069,75.62441391678132,0.10363163410434914,0.08359112293183045,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
ltu.coa,LTU,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
ltu.nga,LTU,nga,2018,194,330,1195,37.67123287671233,257.38835613781714,0.031535421562446264,0.1464123293399689,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
ltu.oil,LTU,oil,2018,23,131,975,14.954337899543379,30.515114387473165,0.015395855286266245,0.49191881483727207,0,NA,NA,NA,NA,NA
ltu.nuc,LTU,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
ltu.wnd,LTU,wnd,2018,98,1144,533,130.59360730593608,130.02092217271175,0.2450161487916249,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
ltu.sol,LTU,sol,2018,7,87,83,9.931506849315069,9.287208726622268,0.11915731418825988,1,0,0.07744859670739546,0,0,0.07744859670739546,965
ltu.hyd,LTU,hyd,2018,37,431,1028,49.20091324200913,49.08953184071771,0.10655970719400173,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
ltu.ore,LTU,ore,2018,83,272,0,31.050228310502284,110.11976061566403,NA,NA,0,NA,NA,NA,NA,NA
ltu.ore,LTU,ore,2018,83,272,0,31.050228310502284,110.11976061566403,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
ltu.bio,LTU,bio,2018,188,355,103,40.52511415525114,249.42789151499807,0.6954781220907035,0.28719421128184097,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lux.coa,LUX,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lux.nga,LUX,nga,2018,60,195,93,22.26027397260274,79.60464622819087,0.24157067805764224,0.282220625602186,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lux.oil,LUX,oil,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lux.nuc,LUX,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lux.wnd,LUX,wnd,2018,22,255,123,29.10958904109589,29.188370283669986,0.22711419237480046,0.9570608221908599,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lux.sol,LUX,sol,2018,10,120,131,13.698630136986301,13.267441038031814,0.09733347275959428,0.9610508081367269,0,0.07744859670739546,0,0,0.07744859670739546,965
lux.hyd,LUX,hyd,2018,8,93,1333,10.616438356164384,10.613952830425449,0.11445558307385065,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lux.ore,LUX,ore,2018,49,199,0,22.71689497716895,65.01046108635587,NA,NA,0,NA,NA,NA,NA,NA
lux.ore,LUX,ore,2018,49,199,0,22.71689497716895,65.01046108635587,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lux.bio,LUX,bio,2018,47,95,44,10.844748858447488,62.35697287874952,0.7565073682025735,0.5338027595668744,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
lva.coa,LVA,coa,2018,4,7,0.8295662100456621,0.7990867579908676,5.306976415212724,1,0.15631616670985524,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
lva.nga,LVA,nga,2018,582,3219,1111.1,367.4657534246575,772.1650684134514,0.33063713856316646,0.47576734520296576,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
lva.oil,LVA,oil,2018,-0,0,23.8,0,-0,NA,NA,0,NA,NA,NA,NA,NA
lva.nuc,LVA,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
lva.wnd,LVA,wnd,2018,10,122,78,13.926940639269406,13.267441038031814,0.17855052101627442,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
lva.sol,LVA,sol,2018,-0,1,2,0.1141552511415525,-0,0.05707762557077625,1,0,0.07744859670739546,0,0,0.07744859670739546,965
lva.hyd,LVA,hyd,2018,209,2432,1565,277.6255707762557,277.28951769486486,0.17738114724203832,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
lva.ore,LVA,ore,2018,79,374,0,42.694063926940636,104.81278420045133,NA,NA,0,NA,NA,NA,NA,NA
lva.ore,LVA,ore,2018,79,374,0,42.694063926940636,104.81278420045133,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
lva.bio,LVA,bio,2018,279,570,134.1,65.06849315068493,370.16160496108756,0.804151471504602,0.2913233325214894,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
mar.coa,MAR,coa,2018,4919,21261,4281,2427.054794520548,6526.254246607849,0.5669364154451175,0.3718909351075402,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
mar.nga,MAR,nga,2018,855,5198,1279,593.37899543379,1134.3662087517198,0.4639397931460438,0.5230929754922413,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
mar.oil,MAR,oil,2018,301,1289,1677,147.1461187214612,399.3499752447575,0.10847426775907183,0.45551861351805983,0,NA,NA,NA,NA,NA
mar.nuc,MAR,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
mar.wnd,MAR,wnd,2018,330,3841,1220,438.4703196347032,437.8255542550498,0.35938578860693166,1,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
mar.sol,MAR,sol,2018,247,950,711,108.44748858447488,327.70579363938583,0.15263836708218534,0.3311686308325018,0,0.07744859670739546,0,0,0.07744859670739546,965
mar.hyd,MAR,hyd,2018,146,1693,1770,193.2648401826484,193.7046391552645,0.12719687588679926,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
mar.ore,MAR,ore,2018,-0,0,0,0,-0,NA,NA,0,NA,NA,NA,NA,NA
mar.ore,MAR,ore,2018,-0,0,0,0,-0,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
mar.bio,MAR,bio,2018,-0,0,0,0,-0,0.761,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
mda.coa,MDA,coa,2018,-0,0,0,0,-0,0.6726666666666666,0.35936507936507933,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
mda.nga,MDA,nga,2018,1297,5051,2947.38,576.5981735159818,1720.787102632726,0.19073873472829098,0.3266990617859474,0.9,0.07603187264388978,0.05159324445771378,0.003275,0.024438628186176006,944.5
mda.oil,MDA,oil,2018,7,8,2.52,0.91324200913242,9.287208726622268,0.765564977893745,0.2077291251958209,0,NA,NA,NA,NA,NA
mda.nuc,MDA,nuc,2018,-0,0,0,0,-0,0.9,0.33,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
mda.wnd,MDA,wnd,2018,2,23,2.6141552511415527,2.625570776255708,2.653488207606362,1,0.9851768866535531,0,0.06889577404391473,0.0030185185185185185,0.0030185185185185185,0.06587725552539621,1664.8148148148148
mda.sol,MDA,sol,2018,-0,3,2,0.3424657534246575,-0,0.1141552511415525,1,0,0.07744859670739546,0,0,0.07744859670739546,965
mda.hyd,MDA,hyd,2018,24,276,64,31.506849315068493,31.841858491276348,0.6100171232876712,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
mda.ore,MDA,ore,2018,7,30,0,3.4246575342465753,9.287208726622268,NA,NA,0,NA,NA,NA,NA,NA
mda.ore,MDA,ore,2018,7,30,0,3.4246575342465753,9.287208726622268,0.3870123456790123,1,0,0.16052295344406187,0.0024790123456790124,0.0024790123456790124,0.15804394109838288,5036.543209876543
mda.bio,MDA,bio,2018,-0,0,2.26027397260274,0,-0,1,0.35,0,0.17909624203225066,0.11831214678857142,0.00849,0.06078409524367925,2937
mex.coa,MEX,coa,2018,7808,29144,9044,3326.9406392694063,10359.217962495239,0.3921751232937299,0.34238412860020206,0.9,0.08911454656189009,0.04815889869801486,0.00398,0.04095564786387523,1758
mex.nga,MEX,nga,2018,39771,202424,28432.1467,23107.762557077625,52765.939752356324,0.7853820716342781,0.42319152053495884,0.9,0.07458971982549382,0.0606341182534375,0.0112,0.013955601572056315,650
mex.oil,MEX,oil,2018,8218,35159,15980.0733,4013.584474885845,10903.183045054542,0.25687144647696925,0.37647946718099523,0,NA,NA,NA,NA,NA
mex.nuc,MEX,nuc,2018,3563,13675,1711.8246347031964,1561.0730593607307,4727.189241850735,1,0.36212314488027614,0,0.17679620487006686,0.00405,0.00405,0.17274620487006684,7251.25
mex.wnd,MEX,wnd,2018,1107,12875,4875,1469.7488584474886,1468.7057229101215,0.30135324200913244,1,0,0.051756740629863414,0,0,0.051756740629863414,1510
mex.sol,MEX,sol,2018,160,1856,2555,211.87214611872147,212.27905660850902,0.06008030632031383,0.7231291918330898,0,0.060385036077986384,0,0,0.060385036077986384,900
mex.hyd,MEX,hyd,2018,2806,32636,12117,3725.5707762557076,3722.843955271727,0.30733337591662413,1,0,0.09444005941478263,7e-4,7e-4,0.09374005941478264,4925
