CountryCode,FuelType,Year,Capacity.MW,Production.MWy,EffectiveCapacity.MW,CapacityFactor,ThermalEfficiency,LCOE.TotalCalc.USD_kWh,LCOE.USD_kWh,VarOpex.USD_kWh,LCOE.Var.USD_kWh,LCOE.Fixed.USD_kWh,TotalThisYearDemand.MWy,FuelCostPerkWh,TotalNonCoalAndGasGeneration,RequiredCoalAndGas,MaximumGen,SumMaximumGen,OtherMaximumGen,MinimumGen,RemainderAfterMinimas,MinVarCost,RelVarCost,LogitExp,SumLogitExp,ProportionOfCoalGasGeneration,SumProportionOfCoalGasGeneration,GenerationShare,EffectiveEndOfYearRetirements,TotalEffectiveCapacity,TotalRetirements,TotalPredictedNextYearDemand.MWy,CostOfCheapestOption,RelativeCost,LogitNominator,SumLogitNominator,ProportionOfInvestment,CheckSum,NamePlateEndOfYearRetirements,TotalNewEffectiveInvestmentsNeeded,NewEffectiveInvestments,NewNameplateInvestments,NextYearEffectiveCapacity.MW,NextYearCapacity.MW,ThisYearGenerationCost,Price
BRA,nga,2018,13143,6235.388128,6235.388133507,0.474426549,0.441375561,0.08201948586266389,0.071541049,0.0031,0.05998879986266389,0.022030686,68598.6301349,0.05688879986266389,59705.1369839,8893.493150999995,11828.7,16015.5,4186.799999999999,4706.693150999996,4186.799999999999,0.04143228784994072,1.4478756297487376,0.23506913191253373,0.6029485730839761,0.38986597266529116,1,0.09089668577547448,249.41552534028,68598.630108376,2743.94520433504,68598.6301349,0.04340581,1.8895969424983403,0.15113271173507223,1.1105004407836694,0.13609423840338086,1.0000000000000002,525.72,2743.94520433504,373.4351328045866,787.1295010612625,6359.407740971307,13404.409501061264,0,6.974812765
BRA,oil,2018,7998,1429.908676,1429.9086734399998,0.17878328,0.400802418,0.16615300202130878,0.188070568,0.005,0.09853592202130877,0.06761708,68598.6301349,0.09353592202130877,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.020844566038535583,57.19634693759999,68598.630108376,2743.94520433504,68598.6301349,0.04340581,3.827897740447852,0.02175530288308593,1.1105004407836694,0.019590539619897335,1.0000000000000002,319.91999999999996,2743.94520433504,53.755367240352896,300.6733473082768,1426.4676937427525,7978.753347308277,0,10.41372881
BRA,nuc,2018,1990,1789.269406,1789.2694064500001,0.899130355,0.330219592,0.17400769100000002,0.174007691,0.003933333,0.003933333,0.170074358,68598.6301349,0,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.02608316525390348,71.57077625800001,68598.630108376,2743.94520433504,68598.6301349,0.04340581,4.008857132259483,0.01815413115619291,1.1105004407836694,0.01634770279188878,1.0000000000000002,79.60000000000001,2743.94520433504,44.85720067769776,49.88954096394372,1762.555830869698,1960.2895409639439,0,0
BRA,wnd,2018,14403,5533.675799,5533.675794597,0.384202999,1,0.04340581,0.04340581,0.0035,0.0035,0.03990581,68598.6301349,0,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.08066743881208652,221.34703178388003,68598.630108376,2743.94520433504,68598.6301349,0.04340581,1,0.36787944117144233,1.1105004407836694,0.3312735660976716,1.0000000000000002,576.1200000000001,2743.94520433504,908.996513016673,2365.9276876614726,6221.325275829793,16192.807687661472,0,0
BRA,sol,2018,2296,395.0913242,395.091324488,0.172078103,0.999295802,0.0769729,0.0769729,0,0,0.0769729,68598.6301349,0,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.005759463759306102,15.80365297952,68598.630108376,2743.94520433504,68598.6301349,0.04340581,1.77333172678957,0.16976643017679172,1.1105004407836694,0.1528738071071716,1.0000000000000002,91.84,2743.94520433504,419.4773498801635,2437.714866488059,798.7650213886435,4641.874866488059,0,0
BRA,hyd,2018,104195,44403.08219,44403.082166625,0.426153675,1,0.079959768,0.079959769,9.33333e-4,9.33333e-4,0.079026435,68598.6301349,0,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.6472881762023648,1776.123286665,68598.630108376,2743.94520433504,68598.6301349,0.04340581,1.842144358093997,0.15847722955575425,1.1105004407836694,0.1427079393538272,1.0000000000000002,4167.8,2743.94520433504,391.5827658104699,918.8768953135741,43018.54164577046,100946.07689531357,0,0
BRA,ore,2018,361.6438357701853,170.7762557,170.7762557,0.472222222,0.375272034,0.133558986,0.133558986,0.002955556,0.002955556,0.13060343,68598.6301349,0,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.0024894995040595784,6.8310502280000005,68598.630108376,2743.94520433504,68598.6301349,0.04340581,3.0769840719479715,0.04609807568931854,1.1105004407836694,0.04151108274823158,1.0000000000000002,14.465753430807414,2743.94520433504,113.90413643376506,241.20875962030658,277.8493419057651,588.3868419596845,0,0
BRA,bio,2018,14767,5983.333333,5983.333329609,0.405182727,0.483882727,0.14803411640184422,0.167742993,0.007963636,0.0860137114018442,0.062020405,68598.6301349,0.07805007540184421,59705.1369839,8893.493150999995,0,0,0,0,0,0,0,0,0,0,0,0.08722234425430515,239.33333318436001,68598.630108376,2743.94520433504,68598.6301349,0.04340581,3.4104677784343664,0.03302574802932453,1.1105004407836694,0.029739518163557487,1.0000000000000002,590.6800000000001,2743.94520433504,81.60360824412838,201.39952373667788,5825.60360466877,14377.719523736678,0,10.49085648
CHN,coa,2018,1117607,544846.5753,544846.575675246,0.487511778,0.359816565,0.06187129660646385,0.073951729,0.0032,0.04617720460646385,0.015694092,816084.5890360001,0.04297720460646385,245670.890446,570413.69859,1005846.3,1048122,42275.69999999995,528137.9985900001,42275.69999999995,0.04617720460646385,1,0.36787944117144233,0.600655655075758,0.6124631276884313,0.9999999999999999,0.6676349273346774,21793.86302700984,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1.192063413255214,0.3035941770702156,1.938247713292042,0.1566333214213224,0.9999999999999999,44704.28,32643.383566192275,5113.041590402909,10488.03705087697,528165.754238639,1083390.757050877,0,4.295530593
CHN,nga,2018,46973,25567.12329,25567.123283298,0.544294026,0.402964664,0.08929605935626769,0.08358258,0.005,0.06731148335626769,0.021984576,816084.5890360001,0.06231148335626769,245670.890446,570413.69859,42275.700000000004,1048122,1005846.3,0,42275.69999999995,0.04617720460646385,1.457677742295502,0.23277621390431566,0.600655655075758,0.38753687231156864,0.9999999999999999,0.03132901127345287,1022.68493133192,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1.7204515040881156,0.17898531706277054,1.938247713292042,0.09234388145299066,0.9999999999999999,1878.92,32643.383566192275,3014.416742260963,5538.213903271764,27558.85509422704,50632.29390327177,0,6.974812765
CHN,oil,2018,15000,1227.16895,1227.168945,0.081811263,0.350226328,0.17966049940849177,0.188070568,0.005,0.11204341940849177,0.06761708,816084.5890360001,0.10704341940849177,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.001503727636187314,49.086757799999994,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,3.461487311543565,0.03138305091609788,1.938247713292042,0.016191455148317928,0.9999999999999999,600,32643.383566192275,528.5438809013408,6460.5270902777875,1706.6260681013407,20860.52709027779,0,10.41372881
CHN,nuc,2018,44660,33675.79909,33675.7990877,0.754048345,0.330219041,0.052068219,0.052068219,0.0066,0.0066,0.045468219,816084.5890360001,0,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.04126508396608682,1347.031963508,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1.0031892374593538,0.3667080551840375,1.938247713292042,0.18919565990932988,0.9999999999999999,1786.4,32643.383566192275,6175.986495479122,8190.438367024229,38504.753619671115,51064.03836702423,0,0
CHN,wnd,2018,184270,41757.99087,41757.99077744,0.226613072,1,0.051902689,0.051902689,0.0074,0.0074,0.044502689,816084.5890360001,0,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.051168704115987076,1670.3196310976,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1,0.36787944117144233,1.938247713292042,0.18980001299555913,0.9999999999999999,7370.8,32643.383566192275,6195.714625082315,27340.49969139607,46283.38577142471,204239.6996913961,0,0
CHN,sol,2018,174330,20228.3105,20228.310423360002,0.116034592,0.997225475,0.053493613,0.053493613,0,0,0.053493613,816084.5890360001,0,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.024787026702580785,809.1324169344001,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1.030652053499579,0.3567742488096381,1.938247713292042,0.18407051191804077,0.9999999999999999,6973.200000000001,32643.383566192275,6008.684323765971,51783.56057619413,25427.862330191572,219140.36057619413,0,0
CHN,hyd,2018,352590,136894.9772,136894.97712744,0.388255416,1,0.079959768,0.079959769,9.33333e-4,9.33333e-4,0.079026435,816084.5890360001,0,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.16774606338505568,5475.7990850976,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,1.5405708170534285,0.21425876395782928,1.938247713292042,0.11054250831227279,0.9999999999999999,14103.6,32643.383566192275,3608.4814992065185,9294.091854230614,135027.65954154893,347780.49185423064,0,0
CHN,ore,2018,4159.272135020461,1548.173516,1548.173516,0.372222222,0.24691004,0.123570714,0.123570713,0.005555556,0.005555556,0.118015158,816084.5890360001,0,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.0018970748091552373,61.926940640000005,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,2.380815259879888,0.09247515548609128,1.938247713292042,0.047710700160726954,0.9999999999999999,166.37088540081845,32643.383566192275,1557.4386855582013,4184.163635340937,3043.6852609182015,8177.06488496058,0,0
CHN,bio,2018,11871.10331,10338.47032,10338.470319322892,0.870893804,0.250131993,0.18905017655067047,0.065086169,0.0121,0.16308861555067047,0.025961561,816084.5890360001,0.15098861555067047,245670.890446,570413.69859,0,0,0,0,0,0,0,0,0,0,0,0.012668380776816675,413.5388127729157,816084.5891548068,32643.383566192275,816084.5890360001,0.051902689,3.6423965731461516,0.026189503633919347,1.938247713292042,0.013511948681439404,0.9999999999999999,474.84413240000003,32643.383566192275,441.0757235349324,506.46326969956533,10366.007230084908,11902.722447299566,0,10.49085648
COL,coa,2018,1657,518.8356164,518.835616307,0.313117451,0.356480672,0.0900451158820057,0.094309193,0.00404375,0.04742312888200569,0.042621987,9128.082191578,0.043379378882005694,7282.534246178,1845.5479453999997,1491.3,3108.96,1617.66,227.88794539999958,1263.4120546000004,0.04742312888200569,1,0.36787944117144233,0.5904166322889737,0.6230844814537463,1,0.056839498758972866,20.75342465228,9128.0821908187,365.123287632748,9128.082191578,0.067947992,1.3252064296764752,0.26574809513304487,1.8236451649737093,0.14572357618532444,0.9999999999999999,66.28,365.123287632748,53.20707122238688,169.92687904318333,551.2892628771069,1760.6468790431834,0,4.295530593
COL,nga,2018,1797.4,1326.712329,1326.7123294634,0.738128591,0.369131063,0.0955084301779342,0.074743479,0.003238095,0.0712608881779342,0.024247542,9128.082191578,0.06802279317793421,7282.534246178,1845.5479453999997,1617.66,3108.96,1491.3,354.2479453999997,1263.4120546000004,0.04742312888200569,1.5026610402540004,0.2225371911175314,0.5904166322889737,0.3769155185462538,1,0.14534403844699026,53.068493178536,9128.0821908187,365.123287632748,9128.082191578,0.067947992,1.4056107821101498,0.24521723640278556,1.8236451649737093,0.13446543281149803,0.9999999999999999,71.896000000000015,365.123287632748,49.096460901094545,66.51478007995838,1322.7402971859585,1792.0187800799586,0,6.974812765
COL,oil,2018,1548,267.2374429,267.237442836,0.172634007,0.311319168,0.19303826690231116,0.188070568,0.005,0.12542118690231116,0.06761708,9128.082191578,0.12042118690231116,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,0.029276406291188516,10.689497713440002,9128.0821908187,365.123287632748,9128.082191578,0.067947992,2.840970884059549,0.05836896894431753,1.8236451649737093,0.03200675770999508,0.9999999999999999,61.92000000000001,365.123287632748,11.686412601538208,67.6947306305542,268.23435772409823,1553.7747306305541,0,10.41372881
COL,nuc,2018,0,0,0,0.902222222,0.33,0.174004358,0.174007691,0.00393,0.00393,0.170074358,9128.082191578,0,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,0,0,9128.0821908187,365.123287632748,9128.082191578,0.067947992,2.560846213086032,0.07723935183057613,1.8236451649737093,0.042354375354423546,0.9999999999999999,0,365.123287632748,15.46456877503856,17.14053189773745,15.46456877503856,17.14053189773745,0,0
COL,wnd,2018,18.4,4.908675799,4.9086758056,0.266775859,0.924947732,0.067947992,0.067947992,0.002910714,0.002910714,0.065037278,9128.082191578,0,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,5.377554338335139e-4,0.196347032224,9128.0821908187,365.123287632748,9128.082191578,0.067947992,1,0.36787944117144233,1.8236451649737093,0.20172753353405012,0.9999999999999999,0.736,365.123287632748,73.65542024999779,276.09477306564605,78.36774902337379,293.75877306564604,0,0
COL,sol,2018,84.9,2.397260274,2.3972602569,0.028236281,0.90343732,0.077021936,0.077021936,0,0,0.077021936,9128.082191578,0,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,2.6262474676354535e-4,0.09589041027600001,9128.0821908187,365.123287632748,9128.082191578,0.067947992,1.1335424893792299,0.3218909390604002,1.8236451649737093,0.1765096331473238,0.9999999999999999,3.3960000000000004,365.123287632748,64.44777755360113,2282.4456787918043,66.74914740022513,2363.949678791804,0,0
COL,hyd,2018,11877.6,6841.552511,6841.5525101448,0.576004623,1,0.079959768,0.079959769,9.33333e-4,9.33333e-4,0.079026435,9128.082191578,0,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,0.7495060153284268,273.662100405792,9128.0821908187,365.123287632748,9128.082191578,0.067947992,1.176778969421201,0.3082700885415088,1.8236451649737093,0.16904060859117456,0.9999999999999999,475.104,365.123287632748,61.7206627522502,107.15306837433178,6629.611072491258,11509.649068374332,0,0
COL,ore,2018,1.141063193223508,0.456621005,0.4566210050000001,0.400171531,0.172083299,0.149953131,0.149953131,0.002562698,0.002562698,0.147390433,9128.082191578,0,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,5.0023761335245226e-5,0.018264840200000004,9128.0821908187,365.123287632748,9128.082191578,0.067947992,2.206880977439333,0.11004334146885919,1.8236451649737093,0.06034251815124662,0.9999999999999999,0.04564252772894033,365.123287632748,22.032458611421934,55.05753634288875,22.470814776221935,56.15295700838332,0,0
COL,bio,2018,450,165.9817352,165.98173500000001,0.3688483,0.338120428,0.1816811766962792,0.167742993,0.007963636,0.11966077169627919,0.062020405,9128.082191578,0.11169713569627919,7282.534246178,1845.5479453999997,0,0,0,0,0,0,0,0,0,0,0,0.018183637232489273,6.639269400000001,9128.0821908187,365.123287632748,9128.082191578,0.067947992,2.673827016054856,0.0689877024207746,1.8236451649737093,0.03782956451496372,0.9999999999999999,18,365.123287632748,13.812454965418695,37.44752237008736,173.1549205654187,469.44752237008737,0,10.49085648
DZA,coa,2018,0,0,0,0.65875,0.357142857,0.08996468539475957,0.094309193,0.00404375,0.047342698394759575,0.042621987,8751.484018572999,0.043298948394759576,132.534246573,8618.949772,0,18037.350000000002,18037.350000000002,0,0,0.047342698394759575,1,0.36787944117144233,0.617733686830123,0.5955308072305426,1,0,0,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,1.324022723066777,0.26606284916122863,1.7978004204092508,0.14799354040681675,0.9999999999999999,0,350.05936057606,51.80652412419757,78.64367988492991,51.80652412419757,78.64367988492991,0,4.295530593
DZA,nga,2018,20041.5,8618.949772,8618.949767646,0.430055124,0.402273616,0.08990606748937735,0.074743479,0.00324,0.06565852548937735,0.024247542,8751.484018572999,0.062418525489377354,132.534246573,8618.949772,18037.350000000002,18037.350000000002,0,8618.949772,0,0.047342698394759575,1.3868775485058786,0.24985424565868067,0.617733686830123,0.4044691927694575,1,0.9848557974519835,344.75799070584,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,1.3231600352425037,0.26629247737618267,1.7978004204092508,0.14812126771867365,0.9999999999999999,801.66,350.05936057606,51.85123626531429,120.56881402327923,8326.043013205473,19360.408814023278,0,6.974812765
DZA,oil,2018,690.5,43.15068493,43.150685260500005,0.062491941,0.142647998,0.3354278045921531,0.188070568,0.005,0.2678107245921531,0.06761708,8751.484018572999,0.2628107245921531,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0.004930670596943633,1.7260274104200002,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,4.936537412204221,0.007179414736948239,1.7978004204092508,0.003993443685653338,0.9999999999999999,27.62,350.05936057606,1.3979423430963118,22.369961961916207,42.822600193176314,685.2499619619163,0,10.41372881
DZA,nuc,2018,0,0,0,0.902222222,0.33,0.17400769100000002,0.174007691,0.003933333,0.003933333,0.170074358,8751.484018572999,0,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0,0,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,2.560895265308208,0.07723556316165148,1.7978004204092508,0.0429611442320553,0.9999999999999999,0,350.05936057606,15.038950679489165,16.668787703046807,15.038950679489165,16.668787703046807,0,0
DZA,wnd,2018,10,1.255707763,1.25570776,0.125570776,0.946458144,0.067947992,0.067947992,0.002910714,0.002910714,0.065037278,8751.484018572999,0,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,1.4348512324710311e-4,0.0502283104,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,1,0.36787944117144233,1.7978004204092508,0.20462751982653243,0.9999999999999999,0.39999999999999997,350.05936057606,71.63177874674098,570.4494391811434,72.83725819634098,580.0494391811434,0,0
DZA,sol,2018,435,74.7716895,74.77168933499999,0.171888941,1,0.077021936,0.077021936,0,0,0.077021936,8751.484018572999,0,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0.008543886881506542,2.9908675733999996,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,1.1335424893792299,0.3218909390604002,1.7978004204092508,0.17904709299552007,0.9999999999999999,17.4,350.05936057606,62.67711088701411,364.63725078749604,134.4579326486141,782.2372507874961,0,0
DZA,hyd,2018,276,13.35616438,13.3561644,0.0483919,1,0.079959768,0.079959769,9.33333e-4,9.33333e-4,0.079026435,8751.484018572999,0,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0.001526159946319348,0.534246576,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,1.176778969421201,0.3082700885415088,1.7978004204092508,0.17147069554658034,0.9999999999999999,11.040000000000001,350.05936057606,60.02492204056817,1240.3919259332279,72.84683986456817,1505.351925933228,0,0
DZA,ore,2018,0,0,0,0.400171531,1,0.149953131,0.149953131,0.002562698,0.002562698,0.147390433,8751.484018572999,0,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0,0,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,2.206880977439333,0.11004334146885919,1.7978004204092508,0.06120998761576046,0.9999999999999999,0,350.05936057606,21.427129125641656,53.54486130509283,21.427129125641656,53.54486130509283,0,0
DZA,bio,2018,0,0,0,0.771818182,0.35,0.17788999336571426,0.167742993,0.007963636,0.11586958836571427,0.062020405,8751.484018572999,0.10790595236571428,132.534246573,8618.949772,0,0,0,0,0,0,0,0,0,0,0,0,0,8751.4840144015,350.05936057606,8751.484018572999,0.067947992,2.618031646405596,0.0729463057310292,1.7978004204092508,0.0405753079724076,0.9999999999999999,0,350.05936057606,14.203766363997712,18.402995284707757,14.203766363997712,18.402995284707757,0,10.49085648
EGY,coa,2018,0,0,0,0.65875,0.357142857,0.08996468539475957,0.094309193,0.00404375,0.047342698394759575,0.042621987,22153.99543507,0.043298948394759576,4441.21004507,17712.785389999997,0,41938.200000000004,41938.200000000004,0,0,0.047342698394759575,1,0.36787944117144233,0.6321158606466527,0.5819810323934962,1,0,0,22153.995438909,886.15981755636,22153.99543507,0.067947992,1.324022723066777,0.26606284916122863,1.8658087885453702,0.14259920458872835,1,0,886.15981755636,126.36568512202957,191.82646697841304,126.36568512202957,191.82646697841304,0,4.295530593
EGY,nga,2018,46598,17712.78539,17712.78539499,0.380119005,0.420093345,0.08725646234835203,0.074743479,0.003238095,0.06300892034835204,0.024247542,22153.99543507,0.05977082534835204,4441.21004507,17712.785389999997,41938.200000000004,41938.200000000004,0,17712.785389999997,0,0.047342698394759575,1.3309110482668765,0.26423641947521037,0.6321158606466527,0.41801896760650376,1,0.7995300640876942,708.5114157996001,22153.995438909,886.15981755636,22153.99543507,0.067947992,1.284165429765048,0.27688156434596245,1.8658087885453702,0.14839760968315838,1,1863.92,886.15981755636,131.50399872262756,345.95481150074977,17135.77797791303,45080.03481150075,0,6.974812765
EGY,oil,2018,4926,2637.328767,2637.328765668,0.535389518,0.330202696,0.18615165791271335,0.188070568,0.005,0.11853457791271335,0.06761708,22153.99543507,0.11353457791271335,4441.21004507,17712.785389999997,0,0,0,0,0,0,0,0,0,0,0,0.11904528800367457,105.49315062672,22153.995438909,886.15981755636,22153.99543507,0.067947992,2.739619706682625,0.06459490723436336,1.8658087885453702,0.034620325314644436,1,197.04,886.15981755636,30.679141164567145,57.30246882526218,2562.5147562058473,4786.262468825263,0,10.41372881
EGY,nuc,2018,0,0,0,0.902222222,0.33,0.174004358,0.174007691,0.00393,0.00393,0.170074358,22153.99543507,0,4441.21004507,17712.785389999997,0,0,0,0,0,0,0,0,0,0,0,0,0,22153.995438909,886.15981755636,22153.99543507,0.067947992,2.560846213086032,0.07723935183057613,1.8658087885453702,0.04139724944204695,1,0,886.15981755636,36.684579012899455,40.660247684410784,36.684579012899455,40.660247684410784,0,0
